Year,State,Commodity,Criteria,Value
2014,IOWA,SOYBEANS,ACRES HARVESTED,10040000
2014,IOWA,SOYBEANS,ACRES HARVESTED,10040000
2014,IOWA,SOYBEANS,ACRES HARVESTED,9890000
2014,IOWA,SOYBEANS,ACRES HARVESTED,9890000
2014,IOWA,SOYBEANS,ACRES HARVESTED,10040000
2013,IOWA,SOYBEANS,ACRES HARVESTED,9250000
2013,IOWA,SOYBEANS,ACRES HARVESTED,9430000
2013,IOWA,SOYBEANS,ACRES HARVESTED,9230000
2013,IOWA,SOYBEANS,ACRES HARVESTED,9430000
2012,IOWA,SOYBEANS,ACRES HARVESTED,9310000
2012,IOWA,SOYBEANS,ACRES HARVESTED,9440000
2012,IOWA,SOYBEANS,ACRES HARVESTED,9440000
2012,IOWA,SOYBEANS,ACRES HARVESTED,9290000
2012,IOWA,SOYBEANS,ACRES HARVESTED,9290000
2012,IOWA,SOYBEANS,ACRES HARVESTED,9440000
2011,IOWA,SOYBEANS,ACRES HARVESTED,9230000
2010,IOWA,SOYBEANS,ACRES HARVESTED,9730000
2009,IOWA,SOYBEANS,ACRES HARVESTED,9530000
2008,IOWA,SOYBEANS,ACRES HARVESTED,9670000
2007,IOWA,SOYBEANS,ACRES HARVESTED,8630000
2006,IOWA,SOYBEANS,ACRES HARVESTED,10100000
2005,IOWA,SOYBEANS,ACRES HARVESTED,10000000
2004,IOWA,SOYBEANS,ACRES HARVESTED,10150000
2003,IOWA,SOYBEANS,ACRES HARVESTED,10550000
2002,IOWA,SOYBEANS,ACRES HARVESTED,10400000
2001,IOWA,SOYBEANS,ACRES HARVESTED,10920000
2000,IOWA,SOYBEANS,ACRES HARVESTED,10680000
2015,KANSAS,SOYBEANS,ACRES HARVESTED,3860000
2015,KANSAS,SOYBEANS,ACRES HARVESTED,3600000
2015,KANSAS,SOYBEANS,ACRES HARVESTED,3650000
2015,KANSAS,SOYBEANS,ACRES HARVESTED,3900000
2015,KANSAS,SOYBEANS,ACRES HARVESTED,3900000
2015,KANSAS,SOYBEANS,ACRES HARVESTED,3600000
2014,KANSAS,SOYBEANS,ACRES HARVESTED,3960000
2014,KANSAS,SOYBEANS,ACRES HARVESTED,4190000
2014,KANSAS,SOYBEANS,ACRES HARVESTED,4190000
2014,KANSAS,SOYBEANS,ACRES HARVESTED,3990000
2014,KANSAS,SOYBEANS,ACRES HARVESTED,3990000
2014,KANSAS,SOYBEANS,ACRES HARVESTED,4190000
2013,KANSAS,SOYBEANS,ACRES HARVESTED,3540000
2013,KANSAS,SOYBEANS,ACRES HARVESTED,3690000
2013,KANSAS,SOYBEANS,ACRES HARVESTED,3540000
2013,KANSAS,SOYBEANS,ACRES HARVESTED,3690000
2012,KANSAS,SOYBEANS,ACRES HARVESTED,3820000
2012,KANSAS,SOYBEANS,ACRES HARVESTED,3350000
2012,KANSAS,SOYBEANS,ACRES HARVESTED,3550000
2012,KANSAS,SOYBEANS,ACRES HARVESTED,3750000
2012,KANSAS,SOYBEANS,ACRES HARVESTED,3750000
2012,KANSAS,SOYBEANS,ACRES HARVESTED,3350000
2011,KANSAS,SOYBEANS,ACRES HARVESTED,3760000
2010,KANSAS,SOYBEANS,ACRES HARVESTED,4250000
2009,KANSAS,SOYBEANS,ACRES HARVESTED,3650000
2008,KANSAS,SOYBEANS,ACRES HARVESTED,3250000
2007,KANSAS,SOYBEANS,ACRES HARVESTED,2610000
2006,KANSAS,SOYBEANS,ACRES HARVESTED,3080000
2005,KANSAS,SOYBEANS,ACRES HARVESTED,2850000
2004,KANSAS,SOYBEANS,ACRES HARVESTED,2710000
2003,KANSAS,SOYBEANS,ACRES HARVESTED,2480000
2002,KANSAS,SOYBEANS,ACRES HARVESTED,2540000
2001,KANSAS,SOYBEANS,ACRES HARVESTED,2730000
2000,KANSAS,SOYBEANS,ACRES HARVESTED,2500000
2015,KENTUCKY,SOYBEANS,ACRES HARVESTED,1810000
2015,KENTUCKY,SOYBEANS,ACRES HARVESTED,1840000
2015,KENTUCKY,SOYBEANS,ACRES HARVESTED,1840000
2015,KENTUCKY,SOYBEANS,ACRES HARVESTED,1820000
2015,KENTUCKY,SOYBEANS,ACRES HARVESTED,1820000
2015,KENTUCKY,SOYBEANS,ACRES HARVESTED,1840000
2014,KENTUCKY,SOYBEANS,ACRES HARVESTED,1750000
2014,KENTUCKY,SOYBEANS,ACRES HARVESTED,1690000
2014,KENTUCKY,SOYBEANS,ACRES HARVESTED,1690000
2014,KENTUCKY,SOYBEANS,ACRES HARVESTED,1750000
2014,KENTUCKY,SOYBEANS,ACRES HARVESTED,1750000
2014,KENTUCKY,SOYBEANS,ACRES HARVESTED,1690000
2013,KENTUCKY,SOYBEANS,ACRES HARVESTED,1660000
2013,KENTUCKY,SOYBEANS,ACRES HARVESTED,1590000
2013,KENTUCKY,SOYBEANS,ACRES HARVESTED,1640000
2013,KENTUCKY,SOYBEANS,ACRES HARVESTED,1590000
2012,KENTUCKY,SOYBEANS,ACRES HARVESTED,1470000
2012,KENTUCKY,SOYBEANS,ACRES HARVESTED,1380000
2012,KENTUCKY,SOYBEANS,ACRES HARVESTED,1390000
2012,KENTUCKY,SOYBEANS,ACRES HARVESTED,1450000
2012,KENTUCKY,SOYBEANS,ACRES HARVESTED,1450000
2012,KENTUCKY,SOYBEANS,ACRES HARVESTED,1380000
2011,KENTUCKY,SOYBEANS,ACRES HARVESTED,1480000
2010,KENTUCKY,SOYBEANS,ACRES HARVESTED,1390000
2009,KENTUCKY,SOYBEANS,ACRES HARVESTED,1420000
2008,KENTUCKY,SOYBEANS,ACRES HARVESTED,1380000
2007,KENTUCKY,SOYBEANS,ACRES HARVESTED,1100000
2006,KENTUCKY,SOYBEANS,ACRES HARVESTED,1370000
2005,KENTUCKY,SOYBEANS,ACRES HARVESTED,1240000
2004,KENTUCKY,SOYBEANS,ACRES HARVESTED,1300000
2003,KENTUCKY,SOYBEANS,ACRES HARVESTED,1240000
2002,KENTUCKY,SOYBEANS,ACRES HARVESTED,1290000
2001,KENTUCKY,SOYBEANS,ACRES HARVESTED,1220000
2000,KENTUCKY,SOYBEANS,ACRES HARVESTED,1160000
2015,LOUISIANA,SOYBEANS,ACRES HARVESTED,1395000
2015,LOUISIANA,SOYBEANS,ACRES HARVESTED,1580000
2015,LOUISIANA,SOYBEANS,ACRES HARVESTED,1580000
2015,LOUISIANA,SOYBEANS,ACRES HARVESTED,1410000
2015,LOUISIANA,SOYBEANS,ACRES HARVESTED,1410000
2015,LOUISIANA,SOYBEANS,ACRES HARVESTED,1580000
2014,LOUISIANA,SOYBEANS,ACRES HARVESTED,1395000
2014,LOUISIANA,SOYBEANS,ACRES HARVESTED,1440000
2014,LOUISIANA,SOYBEANS,ACRES HARVESTED,1440000
2014,LOUISIANA,SOYBEANS,ACRES HARVESTED,1400000
2014,LOUISIANA,SOYBEANS,ACRES HARVESTED,1400000
2014,LOUISIANA,SOYBEANS,ACRES HARVESTED,1440000
2013,LOUISIANA,SOYBEANS,ACRES HARVESTED,1120000
2013,LOUISIANA,SOYBEANS,ACRES HARVESTED,1080000
2013,LOUISIANA,SOYBEANS,ACRES HARVESTED,1090000
2013,LOUISIANA,SOYBEANS,ACRES HARVESTED,1080000
2012,LOUISIANA,SOYBEANS,ACRES HARVESTED,1115000
2012,LOUISIANA,SOYBEANS,ACRES HARVESTED,1110000
2012,LOUISIANA,SOYBEANS,ACRES HARVESTED,1110000
2012,LOUISIANA,SOYBEANS,ACRES HARVESTED,1110000
2012,LOUISIANA,SOYBEANS,ACRES HARVESTED,1110000
2012,LOUISIANA,SOYBEANS,ACRES HARVESTED,1110000
2011,LOUISIANA,SOYBEANS,ACRES HARVESTED,980000
2010,LOUISIANA,SOYBEANS,ACRES HARVESTED,1020000
2009,LOUISIANA,SOYBEANS,ACRES HARVESTED,940000
2008,LOUISIANA,SOYBEANS,ACRES HARVESTED,950000
2007,LOUISIANA,SOYBEANS,ACRES HARVESTED,600000
2006,LOUISIANA,SOYBEANS,ACRES HARVESTED,840000
2005,LOUISIANA,SOYBEANS,ACRES HARVESTED,850000
2004,LOUISIANA,SOYBEANS,ACRES HARVESTED,990000
2003,LOUISIANA,SOYBEANS,ACRES HARVESTED,740000
2002,LOUISIANA,SOYBEANS,ACRES HARVESTED,660000
2001,LOUISIANA,SOYBEANS,ACRES HARVESTED,610000
2000,LOUISIANA,SOYBEANS,ACRES HARVESTED,850000
2015,MARYLAND,SOYBEANS,ACRES HARVESTED,515000
2015,MARYLAND,SOYBEANS,ACRES HARVESTED,515000
2015,MARYLAND,SOYBEANS,ACRES HARVESTED,515000
2015,MARYLAND,SOYBEANS,ACRES HARVESTED,505000
2015,MARYLAND,SOYBEANS,ACRES HARVESTED,505000
2015,MARYLAND,SOYBEANS,ACRES HARVESTED,515000
2014,MARYLAND,SOYBEANS,ACRES HARVESTED,505000
2014,MARYLAND,SOYBEANS,ACRES HARVESTED,495000
2014,MARYLAND,SOYBEANS,ACRES HARVESTED,495000
2014,MARYLAND,SOYBEANS,ACRES HARVESTED,505000
2014,MARYLAND,SOYBEANS,ACRES HARVESTED,505000
2014,MARYLAND,SOYBEANS,ACRES HARVESTED,495000
2013,MARYLAND,SOYBEANS,ACRES HARVESTED,480000
2013,MARYLAND,SOYBEANS,ACRES HARVESTED,465000
2013,MARYLAND,SOYBEANS,ACRES HARVESTED,475000
2013,MARYLAND,SOYBEANS,ACRES HARVESTED,465000
2012,MARYLAND,SOYBEANS,ACRES HARVESTED,475000
2012,MARYLAND,SOYBEANS,ACRES HARVESTED,475000
2012,MARYLAND,SOYBEANS,ACRES HARVESTED,475000
2012,MARYLAND,SOYBEANS,ACRES HARVESTED,475000
2012,MARYLAND,SOYBEANS,ACRES HARVESTED,475000
2012,MARYLAND,SOYBEANS,ACRES HARVESTED,475000
2011,MARYLAND,SOYBEANS,ACRES HARVESTED,465000
2010,MARYLAND,SOYBEANS,ACRES HARVESTED,465000
2009,MARYLAND,SOYBEANS,ACRES HARVESTED,475000
2008,MARYLAND,SOYBEANS,ACRES HARVESTED,485000
2007,MARYLAND,SOYBEANS,ACRES HARVESTED,390000
2006,MARYLAND,SOYBEANS,ACRES HARVESTED,465000
2005,MARYLAND,SOYBEANS,ACRES HARVESTED,470000
2004,MARYLAND,SOYBEANS,ACRES HARVESTED,495000
2003,MARYLAND,SOYBEANS,ACRES HARVESTED,430000
2002,MARYLAND,SOYBEANS,ACRES HARVESTED,470000
2001,MARYLAND,SOYBEANS,ACRES HARVESTED,515000
2000,MARYLAND,SOYBEANS,ACRES HARVESTED,515000
2015,MICHIGAN,SOYBEANS,ACRES HARVESTED,2020000
2015,MICHIGAN,SOYBEANS,ACRES HARVESTED,2090000
2015,MICHIGAN,SOYBEANS,ACRES HARVESTED,2090000
2015,MICHIGAN,SOYBEANS,ACRES HARVESTED,2040000
2015,MICHIGAN,SOYBEANS,ACRES HARVESTED,2040000
2015,MICHIGAN,SOYBEANS,ACRES HARVESTED,2090000
2014,MICHIGAN,SOYBEANS,ACRES HARVESTED,2040000
2014,MICHIGAN,SOYBEANS,ACRES HARVESTED,2290000
2014,MICHIGAN,SOYBEANS,ACRES HARVESTED,2290000
2014,MICHIGAN,SOYBEANS,ACRES HARVESTED,2190000
2014,MICHIGAN,SOYBEANS,ACRES HARVESTED,2190000
2014,MICHIGAN,SOYBEANS,ACRES HARVESTED,2290000
2013,MICHIGAN,SOYBEANS,ACRES HARVESTED,1920000
2013,MICHIGAN,SOYBEANS,ACRES HARVESTED,1890000
2013,MICHIGAN,SOYBEANS,ACRES HARVESTED,1890000
2013,MICHIGAN,SOYBEANS,ACRES HARVESTED,1890000
2012,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2012,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2012,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2012,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2012,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2012,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2011,MICHIGAN,SOYBEANS,ACRES HARVESTED,1940000
2010,MICHIGAN,SOYBEANS,ACRES HARVESTED,2040000
2009,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2008,MICHIGAN,SOYBEANS,ACRES HARVESTED,1890000
2007,MICHIGAN,SOYBEANS,ACRES HARVESTED,1790000
2006,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2005,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2004,MICHIGAN,SOYBEANS,ACRES HARVESTED,1980000
2003,MICHIGAN,SOYBEANS,ACRES HARVESTED,1990000
2002,MICHIGAN,SOYBEANS,ACRES HARVESTED,2040000
2001,MICHIGAN,SOYBEANS,ACRES HARVESTED,2130000
2000,MICHIGAN,SOYBEANS,ACRES HARVESTED,2030000
2015,MINNESOTA,SOYBEANS,ACRES HARVESTED,7550000
2015,MINNESOTA,SOYBEANS,ACRES HARVESTED,7620000
2015,MINNESOTA,SOYBEANS,ACRES HARVESTED,7620000
2015,MINNESOTA,SOYBEANS,ACRES HARVESTED,7580000
2015,MINNESOTA,SOYBEANS,ACRES HARVESTED,7580000
2015,MINNESOTA,SOYBEANS,ACRES HARVESTED,7620000
2014,MINNESOTA,SOYBEANS,ACRES HARVESTED,7270000
2014,MINNESOTA,SOYBEANS,ACRES HARVESTED,7420000
2014,MINNESOTA,SOYBEANS,ACRES HARVESTED,7420000
2014,MINNESOTA,SOYBEANS,ACRES HARVESTED,7270000
2014,MINNESOTA,SOYBEANS,ACRES HARVESTED,7270000
2014,MINNESOTA,SOYBEANS,ACRES HARVESTED,7420000
2013,MINNESOTA,SOYBEANS,ACRES HARVESTED,6620000
2013,MINNESOTA,SOYBEANS,ACRES HARVESTED,6630000
2013,MINNESOTA,SOYBEANS,ACRES HARVESTED,6630000
2013,MINNESOTA,SOYBEANS,ACRES HARVESTED,6630000
2012,MINNESOTA,SOYBEANS,ACRES HARVESTED,7000000
2012,MINNESOTA,SOYBEANS,ACRES HARVESTED,6920000
2012,MINNESOTA,SOYBEANS,ACRES HARVESTED,6920000
2012,MINNESOTA,SOYBEANS,ACRES HARVESTED,6970000
2012,MINNESOTA,SOYBEANS,ACRES HARVESTED,6970000
2012,MINNESOTA,SOYBEANS,ACRES HARVESTED,6920000
2011,MINNESOTA,SOYBEANS,ACRES HARVESTED,7040000
2010,MINNESOTA,SOYBEANS,ACRES HARVESTED,7310000
2009,MINNESOTA,SOYBEANS,ACRES HARVESTED,7120000
2008,MINNESOTA,SOYBEANS,ACRES HARVESTED,6970000
2007,MINNESOTA,SOYBEANS,ACRES HARVESTED,6290000
2006,MINNESOTA,SOYBEANS,ACRES HARVESTED,7250000
2005,MINNESOTA,SOYBEANS,ACRES HARVESTED,6800000
2004,MINNESOTA,SOYBEANS,ACRES HARVESTED,7050000
2003,MINNESOTA,SOYBEANS,ACRES HARVESTED,7450000
2002,MINNESOTA,SOYBEANS,ACRES HARVESTED,7100000
2001,MINNESOTA,SOYBEANS,ACRES HARVESTED,7200000
2000,MINNESOTA,SOYBEANS,ACRES HARVESTED,7150000
2015,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2270000
2015,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2330000
2015,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2330000
2015,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2280000
2015,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2280000
2015,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2330000
2014,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2190000
2014,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2220000
2014,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2220000
2014,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2190000
2014,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2190000
2014,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2220000
2013,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1990000
2013,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1900000
2013,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1980000
2013,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1900000
2012,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1950000
2012,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2100000
2012,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2100000
2012,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1960000
2012,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1960000
2012,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2100000
2011,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1800000
2010,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1980000
2009,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,2030000
2008,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1960000
2007,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1440000
2006,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1650000
2005,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1590000
2004,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1640000
2003,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1430000
2002,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1370000
2001,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1120000
2000,MISSISSIPPI,SOYBEANS,ACRES HARVESTED,1580000
2015,MISSOURI,SOYBEANS,ACRES HARVESTED,4480000
2015,MISSOURI,SOYBEANS,ACRES HARVESTED,4950000
2015,MISSOURI,SOYBEANS,ACRES HARVESTED,5700000
2015,MISSOURI,SOYBEANS,ACRES HARVESTED,4620000
2015,MISSOURI,SOYBEANS,ACRES HARVESTED,4620000
2015,MISSOURI,SOYBEANS,ACRES HARVESTED,4950000
2014,MISSOURI,SOYBEANS,ACRES HARVESTED,5590000
2014,MISSOURI,SOYBEANS,ACRES HARVESTED,5650000
2014,MISSOURI,SOYBEANS,ACRES HARVESTED,5650000
2014,MISSOURI,SOYBEANS,ACRES HARVESTED,5600000
2014,MISSOURI,SOYBEANS,ACRES HARVESTED,5600000
2014,MISSOURI,SOYBEANS,ACRES HARVESTED,5650000
2013,MISSOURI,SOYBEANS,ACRES HARVESTED,5610000
2013,MISSOURI,SOYBEANS,ACRES HARVESTED,5640000
2013,MISSOURI,SOYBEANS,ACRES HARVESTED,5540000
2013,MISSOURI,SOYBEANS,ACRES HARVESTED,5640000
2012,MISSOURI,SOYBEANS,ACRES HARVESTED,5270000
2012,MISSOURI,SOYBEANS,ACRES HARVESTED,5150000
2012,MISSOURI,SOYBEANS,ACRES HARVESTED,5250000
2012,MISSOURI,SOYBEANS,ACRES HARVESTED,5250000
2012,MISSOURI,SOYBEANS,ACRES HARVESTED,5250000
2012,MISSOURI,SOYBEANS,ACRES HARVESTED,5150000
2011,MISSOURI,SOYBEANS,ACRES HARVESTED,5210000
2010,MISSOURI,SOYBEANS,ACRES HARVESTED,5070000
2009,MISSOURI,SOYBEANS,ACRES HARVESTED,5300000
2008,MISSOURI,SOYBEANS,ACRES HARVESTED,5030000
2007,MISSOURI,SOYBEANS,ACRES HARVESTED,4670000
2006,MISSOURI,SOYBEANS,ACRES HARVESTED,5110000
2005,MISSOURI,SOYBEANS,ACRES HARVESTED,4910000
2004,MISSOURI,SOYBEANS,ACRES HARVESTED,4960000
2003,MISSOURI,SOYBEANS,ACRES HARVESTED,4950000
2002,MISSOURI,SOYBEANS,ACRES HARVESTED,5000000
2001,MISSOURI,SOYBEANS,ACRES HARVESTED,4900000
2000,MISSOURI,SOYBEANS,ACRES HARVESTED,5000000
2015,NEBRASKA,SOYBEANS,ACRES HARVESTED,5270000
2015,NEBRASKA,SOYBEANS,ACRES HARVESTED,5150000
2015,NEBRASKA,SOYBEANS,ACRES HARVESTED,5150000
2015,NEBRASKA,SOYBEANS,ACRES HARVESTED,5200000
2015,NEBRASKA,SOYBEANS,ACRES HARVESTED,5200000
2015,NEBRASKA,SOYBEANS,ACRES HARVESTED,5150000
2014,NEBRASKA,SOYBEANS,ACRES HARVESTED,5330000
2014,NEBRASKA,SOYBEANS,ACRES HARVESTED,5350000
2014,NEBRASKA,SOYBEANS,ACRES HARVESTED,5350000
2014,NEBRASKA,SOYBEANS,ACRES HARVESTED,5350000
2014,NEBRASKA,SOYBEANS,ACRES HARVESTED,5350000
2014,NEBRASKA,SOYBEANS,ACRES HARVESTED,5350000
2013,NEBRASKA,SOYBEANS,ACRES HARVESTED,4770000
2013,NEBRASKA,SOYBEANS,ACRES HARVESTED,4750000
2013,NEBRASKA,SOYBEANS,ACRES HARVESTED,4750000
2013,NEBRASKA,SOYBEANS,ACRES HARVESTED,4750000
2012,NEBRASKA,SOYBEANS,ACRES HARVESTED,4990000
2012,NEBRASKA,SOYBEANS,ACRES HARVESTED,5000000
2012,NEBRASKA,SOYBEANS,ACRES HARVESTED,5050000
2012,NEBRASKA,SOYBEANS,ACRES HARVESTED,4950000
2012,NEBRASKA,SOYBEANS,ACRES HARVESTED,4950000
2012,NEBRASKA,SOYBEANS,ACRES HARVESTED,5000000
2011,NEBRASKA,SOYBEANS,ACRES HARVESTED,4840000
2010,NEBRASKA,SOYBEANS,ACRES HARVESTED,5100000
2009,NEBRASKA,SOYBEANS,ACRES HARVESTED,4760000
2008,NEBRASKA,SOYBEANS,ACRES HARVESTED,4860000
2007,NEBRASKA,SOYBEANS,ACRES HARVESTED,3850000
2006,NEBRASKA,SOYBEANS,ACRES HARVESTED,5010000
2005,NEBRASKA,SOYBEANS,ACRES HARVESTED,4660000
2004,NEBRASKA,SOYBEANS,ACRES HARVESTED,4750000
2003,NEBRASKA,SOYBEANS,ACRES HARVESTED,4500000
2002,NEBRASKA,SOYBEANS,ACRES HARVESTED,4580000
2001,NEBRASKA,SOYBEANS,ACRES HARVESTED,4900000
2000,NEBRASKA,SOYBEANS,ACRES HARVESTED,4575000
2015,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2015,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2015,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2015,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2015,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2015,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2014,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2014,NEW JERSEY,SOYBEANS,ACRES HARVESTED,93000
2014,NEW JERSEY,SOYBEANS,ACRES HARVESTED,93000
2014,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2014,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2014,NEW JERSEY,SOYBEANS,ACRES HARVESTED,93000
2013,NEW JERSEY,SOYBEANS,ACRES HARVESTED,88000
2013,NEW JERSEY,SOYBEANS,ACRES HARVESTED,94000
2013,NEW JERSEY,SOYBEANS,ACRES HARVESTED,87000
2013,NEW JERSEY,SOYBEANS,ACRES HARVESTED,94000
2012,NEW JERSEY,SOYBEANS,ACRES HARVESTED,94000
2012,NEW JERSEY,SOYBEANS,ACRES HARVESTED,93000
2012,NEW JERSEY,SOYBEANS,ACRES HARVESTED,93000
2012,NEW JERSEY,SOYBEANS,ACRES HARVESTED,93000
2012,NEW JERSEY,SOYBEANS,ACRES HARVESTED,93000
2012,NEW JERSEY,SOYBEANS,ACRES HARVESTED,93000
2011,NEW JERSEY,SOYBEANS,ACRES HARVESTED,86000
2010,NEW JERSEY,SOYBEANS,ACRES HARVESTED,92000
2009,NEW JERSEY,SOYBEANS,ACRES HARVESTED,87000
2008,NEW JERSEY,SOYBEANS,ACRES HARVESTED,90000
2007,NEW JERSEY,SOYBEANS,ACRES HARVESTED,80000
2006,NEW JERSEY,SOYBEANS,ACRES HARVESTED,86000
2005,NEW JERSEY,SOYBEANS,ACRES HARVESTED,91000
2004,NEW JERSEY,SOYBEANS,ACRES HARVESTED,103000
2003,NEW JERSEY,SOYBEANS,ACRES HARVESTED,88000
2002,NEW JERSEY,SOYBEANS,ACRES HARVESTED,97000
2001,NEW JERSEY,SOYBEANS,ACRES HARVESTED,101000
2000,NEW JERSEY,SOYBEANS,ACRES HARVESTED,98000
2015,NEW YORK,SOYBEANS,ACRES HARVESTED,301000
2015,NEW YORK,SOYBEANS,ACRES HARVESTED,317000
2015,NEW YORK,SOYBEANS,ACRES HARVESTED,317000
2015,NEW YORK,SOYBEANS,ACRES HARVESTED,302000
2015,NEW YORK,SOYBEANS,ACRES HARVESTED,302000
2015,NEW YORK,SOYBEANS,ACRES HARVESTED,317000
2014,NEW YORK,SOYBEANS,ACRES HARVESTED,327000
2014,NEW YORK,SOYBEANS,ACRES HARVESTED,397000
2014,NEW YORK,SOYBEANS,ACRES HARVESTED,397000
2014,NEW YORK,SOYBEANS,ACRES HARVESTED,377000
2014,NEW YORK,SOYBEANS,ACRES HARVESTED,377000
2014,NEW YORK,SOYBEANS,ACRES HARVESTED,397000
2013,NEW YORK,SOYBEANS,ACRES HARVESTED,278000
2013,NEW YORK,SOYBEANS,ACRES HARVESTED,317000
2013,NEW YORK,SOYBEANS,ACRES HARVESTED,272000
2013,NEW YORK,SOYBEANS,ACRES HARVESTED,317000
2012,NEW YORK,SOYBEANS,ACRES HARVESTED,312000
2012,NEW YORK,SOYBEANS,ACRES HARVESTED,337000
2012,NEW YORK,SOYBEANS,ACRES HARVESTED,337000
2012,NEW YORK,SOYBEANS,ACRES HARVESTED,307000
2012,NEW YORK,SOYBEANS,ACRES HARVESTED,307000
2012,NEW YORK,SOYBEANS,ACRES HARVESTED,337000
2011,NEW YORK,SOYBEANS,ACRES HARVESTED,277000
2010,NEW YORK,SOYBEANS,ACRES HARVESTED,279000
2009,NEW YORK,SOYBEANS,ACRES HARVESTED,254000
2008,NEW YORK,SOYBEANS,ACRES HARVESTED,226000
2007,NEW YORK,SOYBEANS,ACRES HARVESTED,203000
2006,NEW YORK,SOYBEANS,ACRES HARVESTED,198000
2005,NEW YORK,SOYBEANS,ACRES HARVESTED,188000
2004,NEW YORK,SOYBEANS,ACRES HARVESTED,172000
2003,NEW YORK,SOYBEANS,ACRES HARVESTED,138000
2002,NEW YORK,SOYBEANS,ACRES HARVESTED,144000
2001,NEW YORK,SOYBEANS,ACRES HARVESTED,158000
2000,NEW YORK,SOYBEANS,ACRES HARVESTED,132000
2015,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1790000
2015,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1830000
2015,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1830000
2015,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1810000
2015,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1810000
2015,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1830000
2014,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1730000
2014,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1670000
2014,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1670000
2014,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1720000
2014,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1720000
2014,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1670000
2013,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1450000
2013,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1580000
2013,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1440000
2013,NORTH CAROLINA,SOYBEANS,ACRES HARVESTED,1580000
